station,year,n_warm_hours,h0_b0,h0_b1,h0_b2,h0_b3,h0_b4,h0_b5,h0_b6,h0_b7,h0_b8,h0_b9,h0_b10,h1_b0,h1_b1,h1_b2,h1_b3,h1_b4,h1_b5,h1_b6,h1_b7,h1_b8,h1_b9,h1_b10,h2_b0,h2_b1,h2_b2,h2_b3,h2_b4,h2_b5,h2_b6,h2_b7,h2_b8,h2_b9,h2_b10,h3_b0,h3_b1,h3_b2,h3_b3,h3_b4,h3_b5,h3_b6,h3_b7,h3_b8,h3_b9,h3_b10,h4_b0,h4_b1,h4_b2,h4_b3,h4_b4,h4_b5,h4_b6,h4_b7,h4_b8,h4_b9,h4_b10,h5_b0,h5_b1,h5_b2,h5_b3,h5_b4,h5_b5,h5_b6,h5_b7,h5_b8,h5_b9,h5_b10,h6_b0,h6_b1,h6_b2,h6_b3,h6_b4,h6_b5,h6_b6,h6_b7,h6_b8,h6_b9,h6_b10,h7_b0,h7_b1,h7_b2,h7_b3,h7_b4,h7_b5,h7_b6,h7_b7,h7_b8,h7_b9,h7_b10,h8_b0,h8_b1,h8_b2,h8_b3,h8_b4,h8_b5,h8_b6,h8_b7,h8_b8,h8_b9,h8_b10,h9_b0,h9_b1,h9_b2,h9_b3,h9_b4,h9_b5,h9_b6,h9_b7,h9_b8,h9_b9,h9_b10,h10_b0,h10_b1,h10_b2,h10_b3,h10_b4,h10_b5,h10_b6,h10_b7,h10_b8,h10_b9,h10_b10,h11_b0,h11_b1,h11_b2,h11_b3,h11_b4,h11_b5,h11_b6,h11_b7,h11_b8,h11_b9,h11_b10,h12_b0,h12_b1,h12_b2,h12_b3,h12_b4,h12_b5,h12_b6,h12_b7,h12_b8,h12_b9,h12_b10,h13_b0,h13_b1,h13_b2,h13_b3,h13_b4,h13_b5,h13_b6,h13_b7,h13_b8,h13_b9,h13_b10,h14_b0,h14_b1,h14_b2,h14_b3,h14_b4,h14_b5,h14_b6,h14_b7,h14_b8,h14_b9,h14_b10,h15_b0,h15_b1,h15_b2,h15_b3,h15_b4,h15_b5,h15_b6,h15_b7,h15_b8,h15_b9,h15_b10,h16_b0,h16_b1,h16_b2,h16_b3,h16_b4,h16_b5,h16_b6,h16_b7,h16_b8,h16_b9,h16_b10,h17_b0,h17_b1,h17_b2,h17_b3,h17_b4,h17_b5,h17_b6,h17_b7,h17_b8,h17_b9,h17_b10,h18_b0,h18_b1,h18_b2,h18_b3,h18_b4,h18_b5,h18_b6,h18_b7,h18_b8,h18_b9,h18_b10,h19_b0,h19_b1,h19_b2,h19_b3,h19_b4,h19_b5,h19_b6,h19_b7,h19_b8,h19_b9,h19_b10,h20_b0,h20_b1,h20_b2,h20_b3,h20_b4,h20_b5,h20_b6,h20_b7,h20_b8,h20_b9,h20_b10,h21_b0,h21_b1,h21_b2,h21_b3,h21_b4,h21_b5,h21_b6,h21_b7,h21_b8,h21_b9,h21_b10,h22_b0,h22_b1,h22_b2,h22_b3,h22_b4,h22_b5,h22_b6,h22_b7,h22_b8,h22_b9,h22_b10,h23_b0,h23_b1,h23_b2,h23_b3,h23_b4,h23_b5,h23_b6,h23_b7,h23_b8,h23_b9,h23_b10
UT_Grantsville_12_WNW,2013,5134,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,34,31,28,25,24,24,21,20,19,18,17,33,31,29,27,26,24,21,21,21,21,19,33,31,31,28,27,26,23,23,22,22,19,33,32,32,29,27,27,24,24,23,22,19,32,29,29,26,24,24,21,21,21,20,19,30,27,27,25,24,24,21,21,20,19,18,29,26,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16,28,25,25,23,22,22,19,19,19,18,16
UT_Manila_18_ESE,2013,5134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Mexican_Hat_10_NW,2013,5134,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
UT_Midway_3_NE,2013,5131,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,7,6,6,6,6,6,6,5,3,3,2,7,6,6,6,6,6,6,5,3,3,3,7,6,6,6,6,5,5,3,2,2,2,7,6,6,6,5,5,5,5,3,3,3,7,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,5,4,2,2,2
UT_Milford_42_WNW,2013,5133,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,25,25,24,23,20,20,20,18,17,16,14,26,26,24,23,21,21,21,20,19,18,16,27,26,25,23,20,20,20,18,17,17,16,26,24,24,23,21,21,21,20,19,18,16,25,25,24,23,21,21,21,20,19,18,16,25,25,24,23,21,21,21,20,19,18,15,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14,23,23,22,21,19,19,19,18,17,16,14
UT_Monticello_24_NW,2013,5134,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,34,33,33,33,28,26,25,24,21,21,21,36,36,34,34,31,31,30,29,26,25,23,40,40,40,40,35,34,31,31,25,24,24,38,38,38,38,35,33,33,32,28,28,27,35,35,35,35,32,30,29,28,25,24,24,33,33,32,32,29,27,27,26,22,22,22,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21,32,31,31,31,28,25,25,24,21,21,21
UT_Price_3_E,2013,5134,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,12,12,10,10,9,8,6,13,12,12,12,12,12,10,10,9,8,6,15,14,14,12,12,12,10,9,8,7,6,15,15,14,14,14,14,13,12,11,8,7,16,15,15,15,15,14,12,11,10,8,7,15,14,14,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7,13,13,13,13,13,12,10,10,9,8,7
UT_Provo_22_E,2013,4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Spanish_Valley_25_SW,2013,5134,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,3,3,3,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,2,2,2,1,1,1,1
UT_Torrey_7_E,2013,5131,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,4,4,3,3,3,2,2,2,1,1,0,4,4,3,3,3,2,2,2,1,1,0,4,4,4,4,4,3,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0,3,3,3,3,3,2,2,2,1,1,0
UT_Tropic_9_SE,2013,5134,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,13,12,11,11,10,8,8,8,8,8,8,13,13,12,12,12,10,9,9,8,8,8,13,13,13,13,13,11,10,10,9,8,7,12,12,12,12,12,10,8,8,7,7,7,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8,11,11,11,11,11,9,8,8,8,8,8
UT_Vernal_23_SSE,2013,5134,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,32,31,29,26,24,23,22,22,22,22,22,34,33,32,29,28,27,26,26,24,24,24,39,36,35,33,30,28,27,27,26,26,26,40,39,36,34,32,30,28,28,28,27,27,36,33,32,30,28,27,24,24,24,23,23,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22,31,30,28,26,24,23,22,22,22,22,22
VA_Cape_Charles_5_ENE,2013,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA_Charlottesville_2_SSE,2013,5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA_Darrington_21_NNE,2013,5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA_Quinault_4_NE,2013,5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA_Spokane_17_SSW,2013,5129,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,2,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1
WI_Necedah_5_WNW,2013,5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WV_Elkins_21_ENE,2013,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY_Lander_11_SSE,2013,5131,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,4,3,3,2,2,1,1,1,0,0,0,5,3,3,2,2,2,2,2,0,0,0,4,3,3,2,2,2,2,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0,3,2,2,1,1,1,1,1,0,0,0
WY_Moose_1_NNE,2013,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY_Sundance_8_NNW,2013,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
